item_id,item_title,item_description,item_seo_title,item_seo_description,item_thumbnail_url,item_canonical_url,item_tags,item_hidden,item_published_at,author_first_name,author_last_name,item_url
486058694,5 questions to ask customers to improve your customer support,Feedback in business is crucial to growing and improving. It's beneficial to take a closer look at what's working and what isn't. But where do you start?,,,https://d26a57ydsghvgx.cloudfront.net/content/Customer%20retention.png,https://www.zendesk.com/blog/5-questions-ask-customers-improve-customer-support/,,FALSE,2018-12-14 18:49:00,Amanda,Roosa,https://resources.zendesk.co.uk/blog/5-questions-to-ask-customers-to-improve-your-customer-support
467859443,5 ways that AI is already benefitting the customer experience,"It's great news for businesses that there are already practical applications of AI, especially for the customer experience.",,,https://zen-marketing-content.s3.amazonaws.com/content/blog/Blog-image-49-AI.png,https://www.zendesk.com/blog/artificial-intelligence-customer-experience/,,FALSE,2018-10-02 12:33:00,,,https://resources.zendesk.co.uk/blog/5-ways-that-ai-is-already-benefitting-the-customer-experience
359708277,6 Benchmarking best practices,"As more companies shift their focus to building a top-notch customer experience, competitive benchmarking becomes necessary to stay one step ahead. At its core, benchmarking is as simple as...",,,https://d26a57ydsghvgx.cloudfront.net/content/blog/benchmarking_best_practices.png,https://www.zendesk.com/blog/6-benchmarking-best-practices/,"Best Practices,Customer experience",FALSE,2017-08-18 11:16:00,Andrew,Gori,https://resources.zendesk.co.uk/blog/6-benchmarking-best-practices
457386428,6 keys to ticket escalation,Not all tickets were created equally. Some are easier to solve than other. Others may indicate the presence of larger issues or originate from repeat customers. Ticket escalation helps you...,,,https://d26a57ydsghvgx.cloudfront.net/content/blog/blog_escalation.jpg,https://www.zendesk.com/blog/6-keys-ticket-escalation/,,FALSE,2018-08-21 12:26:00,Andrew,Gori,https://resources.zendesk.co.uk/blog/6-keys-to-ticket-escalation
350977434,6 Reasons why every call center should use an integrated ticketing system,"Despite major improvements in other realms of customer service, many companies are using outdated technology and methods for providing customer service over the phone",,,https://d26a57ydsghvgx.cloudfront.net/content/blog/talkblog.jpg,https://www.zendesk.com/blog/6-reasons-every-call-center-use-integrated-ticketing-system/,"Best Practices,Operations",FALSE,2017-05-30 20:05:00,Andrew,Gori,https://resources.zendesk.co.uk/blog/6-reasons-why-call-center-integrated-ticketing-system
460789979,6 steps towards developing a customer support career path,"As with any profession, a customer service job can grow in different directions, leading to many new opportunities. Agents may decide to continue with customer service as a career, while others...",,,https://d26a57ydsghvgx.cloudfront.net/content/blog/growth.png,https://www.zendesk.com/blog/6-steps-towrds-developing-customer-support-career-path/,,FALSE,2018-09-04 13:17:00,Andrew,Gori,https://resources.zendesk.co.uk/blog/6-steps-towards-developing-a-customer-support-career-path
392558856,6 tips to hone your support superpowers,"Solving customer problems is one way to feel like you have superpowers, or at least 6 different arms to lend a helping hand. To hone your support superpowers, here are 6 tips to keep top of mind...",,,https://d26a57ydsghvgx.cloudfront.net/content/blog/1_NewZendeskHeaders/customer%20support%20heroes.jpg,https://www.zendesk.com/blog/6-tips-hone-support-superpowers/,"Best Practices,Customer experience,Support,Zendesk Products",FALSE,2017-12-19 11:02:00,Amanda,Roosa,https://resources.zendesk.co.uk/blog/6-tips-hone-support-superpowers
376404922,8 Customer service baselines,"Setting customer service baselines and then hitting them is essential for not only delivering on your goal of providing great customer service, but also for evaluating how the support team is...",,,https://d26a57ydsghvgx.cloudfront.net/content/blog/customer_service_baselines_blog.png,https://www.zendesk.com/blog/8-customer-service-baselines/,"Zendesk Products,Support,Best Practices,Customer Service Leadership",FALSE,2017-10-19 12:55:00,Andrew,Gori,https://resources.zendesk.co.uk/blog/8-customer-service-baselines
398364170,8 support manager skills to develop,"Organizations and management structures are always changing. If your company is going to weather these shifts successfully, you need competent, flexible managers. Managers don’t just need to adapt...",,,https://d26a57ydsghvgx.cloudfront.net/content/blog/support_manager_skills.png,https://www.zendesk.com/blog/6-core-support-manager-skills/,,FALSE,2018-01-09 12:24:00,Andrew,Gori,https://resources.zendesk.co.uk/blog/6-support-manager-skills-to-develop
350977365,A customer experience definition,Some companies struggle with agreeing on a customer experience definition. But actually delivering a great one is truly the difficult part.,,,https://d26a57ydsghvgx.cloudfront.net/content/blog/customer_experience_definition.png,https://www.zendesk.com/blog/customer-experience-definition/,"Best Practices,Customer experience",FALSE,2017-06-19 19:58:00,Andrew,Gori,https://resources.zendesk.co.uk/blog/customer-experience-definition
377880376,Admins are artists. Give them a better paintbrush,"You know your dashboard. Maybe you even love it. As an agent or an admin who uses Talk, it’s a ride-or-die kind of tool. More of a limb, even. Your dashboard gives you critical information on the...",,,https://d26a57ydsghvgx.cloudfront.net/content/blog/a-landscape-signs.png,https://www.zendesk.com/blog/admins-artists-give-better-paintbrush/,"Admin Tips,Best Practices,Talk,Team management,Zendesk Tips",FALSE,2017-10-26 12:23:00,,,https://resources.zendesk.co.uk/blog/admins-artists-give-better-paintbrush
446187287,Agent education: 3 top priorities,"Want a surefire recipe for dismal customer satisfaction? Treat your agents like they’re disposable. As customer expectations of support continue to rise—for example, the demand for a seamless...",,,https://zen-marketing-content.s3.amazonaws.com/content/eduation1.png,https://www.zendesk.com/blog/agent-education-prioritize/,,FALSE,2018-07-05 19:50:00,,,https://resources.zendesk.co.uk/blog/agent-education-3-top-priorities
374099175,Agent feedback: putting the pieces together,"When your customer service team is staffed with empowered, satisfied agents, your company stands to gain across the board. Knowing this intellectually is one thing, proactively prioritizing the...",,,https://d26a57ydsghvgx.cloudfront.net/content/blog/agent_feedback.png,https://www.zendesk.com/blog/agent-feedback-putting-pieces-together/,"Agent experience,Best Practices,Team management",FALSE,2017-10-11 19:50:00,Andrew,Gori,https://resources.zendesk.co.uk/blog/agent-feedback-putting-the-pieces-together
353460892,Agents need context to give personalised support,"By taking this time to prepare ahead, the agent is better equipped to address a potential issue and the consumer also feels taken care of",,,https://d26a57ydsghvgx.cloudfront.net/content/personalized_support.png,https://www.zendesk.com/blog/agents-need-context-give-personalized-support/,"Agent experience,Best Practices,Customer experience",FALSE,2017-07-19 19:56:00,Andrew,Gori,https://resources.zendesk.co.uk/blog/agents-need-context-give-personalised-support
447149675,Agents need cross-channel communication,"I recently had a rough customer service interaction. There was an issue in compensation on a returned order, and when I interacted with the support team across email and live chat (a few...",,,https://d26a57ydsghvgx.cloudfront.net/content/blog/cross_channel_communication.png,https://www.zendesk.com/blog/agents-needs-cross-channel-communication/,,FALSE,2018-07-10 12:17:00,Andrew,Gori,https://resources.zendesk.co.uk/blog/agents-needs-cross-channel-communication
381772333,Agilyx partners with Zendesk to scale for size and international growth,"Agilyx helps its customers adapt quickly and cost-effectively in the face of change, and has taken the same approach to its own customer service",,,https://d26a57ydsghvgx.cloudfront.net/content/blog/1_In%20text%20images/agilyx2.jpg,https://www.zendesk.com/blog/agilyx/,"Guide,Support,Zendesk customers",FALSE,2017-11-09 11:03:00,Suzanne,Barnecut,https://resources.zendesk.co.uk/blog/agilyx-partners-with-zendesk-to-scale-for-size-and-international-growth
429932676,All about average handle time,"A customer’s time is precious, and so is yours. Average handle time can help companies gauge the strength of their call center and phone support.",,,https://content.cdntwrk.com/files/aHViPTY2NjIxJmNtZD1pdGVtZWRpdG9yaW1hZ2UmZmlsZW5hbWU9aXRlbWVkaXRvcmltYWdlXzVhZWFkMWIyZTAzNmQucG5nJnZlcnNpb249MDAwMCZzaWc9Yjk0NGQ3NTQyM2I0NGMwOTU3MmJjZDAwYTcyYTIwMTU%253D,https://www.zendesk.com/blog/average-handle-time/,,FALSE,2018-05-01 11:41:00,,,https://resources.zendesk.co.uk/blog/all-about-average-handle-time
379227955,An integration investigation,"Let’s take a look at some great new integrations designed to improve and extend your use of Zendesk: Gift Gift is brought to you by our partner, Sweethawk, and enables you to send gifts to...",,,https://d26a57ydsghvgx.cloudfront.net/content/blog/1_Series%20headers/newzendesk-integration-blog.png,https://www.zendesk.com/blog/integration-investigation/,"Apps and Integrations,Apps Marketplace,Support,Zendesk Products",FALSE,2017-10-31 12:10:00,,,https://resources.zendesk.co.uk/blog/integration-investigation
444356072,An integration libation,Zendesk plus some great new apps are a recipe for a great cocktail. Maybe not as good as an old fashioned… Stella Connect Stella Connect helps you capture agent-level performance insights that can...,,,https://d26a57ydsghvgx.cloudfront.net/content/blog/1_Series%20headers/newzendesk-integration-blog.png,https://www.zendesk.com/blog/integration-libation/,,FALSE,2018-06-27 19:19:00,Andrew,Gori,https://resources.zendesk.co.uk/blog/an-integration-libation
452439983,Announcing the Zendesk and WhatsApp Integration,We’re excited to announce the launch of our integration with WhatsApp Business Solution.,,,https://d26a57ydsghvgx.cloudfront.net/content/blog/zendesk_whatsapp.jpeg,https://www.zendesk.com/blog/announcing-zendesk-whatsapp-integration/,,FALSE,2018-08-01 13:00:00,Andrew,Gori,https://resources.zendesk.co.uk/blog/announcing-the-zendesk-and-whatsapp-integration
488967158,Appy New Year!,We’re welcoming the new year with some great new apps to help you make the most of Zendesk! Unbabel Chat Translate Unbabel Chat Translate helps you understand and be understood by your customers...,,,https://d26a57ydsghvgx.cloudfront.net/content/blog/1_Series%20headers/newzendesk-integration-blog.png,https://www.zendesk.com/blog/appy-new-year/,,FALSE,2018-12-27 15:44:00,Andrew,Gori,https://resources.zendesk.co.uk/blog/appy-new-year
350977374,Are proactive chat scripts the answer?,How your agents handle the delicate back and forth of a live chat conversation matters. Some may say proactive chat scripts are the answer. But are they?,,,https://d26a57ydsghvgx.cloudfront.net/content/blog/proactive-chat-scripts.png,https://www.zendesk.com/blog/proactive-chat-scripts-answer/,"Agent experience,Best Practices,Chat,Customer experience,Zendesk Products",FALSE,2017-06-16 9:24:00,Andrew,Gori,https://resources.zendesk.co.uk/blog/proactive-chat-scripts-answer
398619995,Are your customer service representatives happy?,It's not always easy to tell if customer service representatives are happy or not - but you can figure it out with Agent Satisfaction (ASAT) surveys and by measuring agent performance,,,https://d26a57ydsghvgx.cloudfront.net/content/blog/penguins%20%28happy%29.png,https://www.zendesk.com/blog/happy-customer-service-agent-performance/,,FALSE,2018-01-10 12:06:00,,,https://resources.zendesk.co.uk/blog/are-your-customer-service-representatives-happy
356726755,Be a better listener,"You’re a busy support leader with a team to manage and KPIs to meet. Up and to the right is a series that focuses on simple, actionable tips you can use right now to meet your goals. Customers are...",,,https://d26a57ydsghvgx.cloudfront.net/content/blog/Up%20and%20the%20the%20right_orange.png,https://www.zendesk.com/blog/better-listener/,,FALSE,2017-08-07 12:05:00,Andrew,Gori,https://resources.zendesk.co.uk/blog/be-a-better-listener
390503919,"Be a good neighbor, become a good business with CSR","When we started our corporate social responsibility (CSR) journey seven years ago, we were small and scrappy: approximately 60 employees. At that size, it was easy to mobilize our workforce to...",,,https://d26a57ydsghvgx.cloudfront.net/content/csr-blog.png,https://www.zendesk.com/blog/good-neighbor-become-good-business-csr/,"Agent experience,Customer Service Leadership,Team management",FALSE,2017-12-11 11:00:00,,,https://resources.zendesk.co.uk/blog/good-neighbor-become-good-business-csr
428542833,Be ready for anything: support forecasting and scheduling,"One of the easiest ways to distinguish a good support organization from a great one is this: good ones are capable of meeting the everyday challenges as they occur, but great customer service...",,,https://d26a57ydsghvgx.cloudfront.net/content/blog/first_contact_resolution.png,https://www.zendesk.com/blog/support-forecasting-and-scheduling/,,FALSE,2018-04-26 11:27:00,Andrew,Gori,https://resources.zendesk.co.uk/blog/be-ready-for-anything-support-forecasting-and-scheduling
431902988,Be the type of tech support team you want to interact with,"When code breaks down inside a product, the result is a telephone ringing or the quiet ping of a new email notification at that company’s support center. If code continues to break before a...",,,https://d26a57ydsghvgx.cloudfront.net/content/blog/1_In%20text%20images/circleCIslackintegration.gif,https://www.zendesk.com/blog/circleci/,,FALSE,2018-05-08 11:00:00,,,https://resources.zendesk.co.uk/blog/be-the-type-of-tech-support-team-you-want-to-interact-with
369615587,Better things are in store—join us for Relate Live,"Inspiration is a funny thing—it can come from anywhere. In the case of journalist Cameron Conaway, a tree-gazing exercise in a poetry workshop changed the way he approached his job. Forced to look...",,,https://d26a57ydsghvgx.cloudfront.net/content/Relate/zdblog-rlnya.jpg,https://www.zendesk.com/blog/better-things-store-join-us-relate-live/,,FALSE,2017-09-12 12:33:00,Andrew,Gori,https://resources.zendesk.co.uk/blog/better-things-are-in-store-join-us-for-relate-live
462291041,Better together: Zendesk welcomes Base,"Happy agents, happy customers, right? That’s the premise that Zendesk was founded on, and over a decade later, our ease of use is still one of the top reasons that businesses love our customer...",,,https://d26a57ydsghvgx.cloudfront.net/content/blog/base_zendesk.png,https://www.zendesk.com/blog/zendesk-welcomes-base/,,FALSE,2018-09-10 16:05:00,,,https://resources.zendesk.co.uk/blog/better-together-zendesk-welcomes-base
479918234,"Bite Squad perfects orders with smart, personalized support","There’s no shame in it: Sometimes, cooking is too exhausting. After a long day at work, you just crave a slice of pizza from your favorite restaurant. A few clicks and a half hour later, the pizza...",,,https://d26a57ydsghvgx.cloudfront.net/content/blog/bite-squad-driver-guy.jpg,https://www.zendesk.com/blog/bite-squad-perfects-orders-smart-personalized-support/,,FALSE,2018-11-19 11:54:00,,,https://resources.zendesk.co.uk/blog/bite-squad-perfects-orders-with-smart-personalized-support
478491842,Break free with Zendesk Sunshine,"It’s time break free from legacy CRM systems. Welcome to Zendesk Sunshine, our new open and flexible CRM platform.",,,https://d26a57ydsghvgx.cloudfront.net/content/blog/sunshine-blog_TE2.png,https://www.zendesk.com/blog/relate-announce-sunshine-sell-explore/,,FALSE,2018-11-09 19:44:00,,,https://resources.zendesk.co.uk/blog/break-free-with-zendesk-sunshine
369615602,Build a contact center with Talk Enterprise,"Sand castle, house, career… building any or all takes the right strategy, tools, and people. We’re launching a new Zendesk Talk Enterprise plan geared to the kind of structure we specialize in:...",,,https://d26a57ydsghvgx.cloudfront.net/content/education/e-book_cover01.jpg,https://www.zendesk.com/blog/build-contact-center-talk-enterprise/,,FALSE,2017-09-06 12:16:00,,,https://resources.zendesk.co.uk/blog/build-a-contact-center-with-talk-enterprise
350977401,Build a great customer experience strategy,Building a top-notch customer experience strategy requires the ability to not only recognise the need for change but to embrace it,Build a great customer experience strategy,Building a top-notch customer experience strategy requires the ability to not only recognise the need for change but to embrace it,https://d26a57ydsghvgx.cloudfront.net/content/blog/customer_experience_strategy.png,https://www.zendesk.com/blog/build-customer-experience-strategy/,"Best Practices,Customer experience",FALSE,2017-06-07 19:29:00,Andrew,Gori,https://resources.zendesk.co.uk/blog/build-a-great-customer-experience-strategy
424187769,Building customer loyalty with great support,"Every customer service interaction has the potential to build loyalty and trust with a customer, even the password reset answers you provide. The key is being proactive. If a customer needs help...",,,https://d26a57ydsghvgx.cloudfront.net/content/blog/csat.png,https://www.zendesk.com/blog/building-customer-loyalty-great-support/,,FALSE,2018-04-10 18:47:00,Andrew,Gori,https://resources.zendesk.co.uk/blog/building-customer-loyalty-with-great-support
404526948,Building real relationships through technology,"BombBomb uses video—and Zendesk Support, Guide, and Chat—to rekindle a sense of human connection with its customers",,,https://d26a57ydsghvgx.cloudfront.net/content/blog/1_In%20text%20images/bombbomb-Faces.jpg,https://www.zendesk.com/blog/bombbomb/,,FALSE,2018-01-31 12:06:00,Suzanne,Barnecut,https://resources.zendesk.co.uk/blog/building-real-relationships-through-technology
350977371,Building trust with automatic answers,Automatic answers are exactly what they sound like: they're answers that are immediately given to a customer without any agent interaction,,,https://zen-marketing-content.s3.amazonaws.com/content/blog/Building-trust-with-automatic-answers.png,https://www.zendesk.com/blog/building-trust-automatic-answers/,"Best Practices,Customer Service Leadership,Guide,Zendesk Products",FALSE,2017-06-16 11:45:00,,,https://resources.zendesk.co.uk/blog/building-trust-automatic-answers
383532733,Businesses are made up of people,"Zendesk lesson #3: Businesses are made of people, and those people have relationships and ties to the communities they live in. I’ve been a part of Zendesk for five and a half years. It’s my...",,,https://d26a57ydsghvgx.cloudfront.net/content/blog/1_NewZendeskHeaders/Zendesk10.png,https://www.zendesk.com/blog/businesses-made-people/,"Agent experience,News",FALSE,2017-11-16 11:33:00,Amanda,Roosa,https://resources.zendesk.co.uk/blog/businesses-are-made-up-of-people
487405589,Chat support models: shared vs dedicated,"Offering omnichannel customer service is the core of any organization’s support strategy. But, in some cases it’s not possible for agents to do everything, and it’s critical that there is a plan...",,,https://d26a57ydsghvgx.cloudfront.net/content/blog/extra%20content%20-%20chat%20blog%20image%203.jpg,https://www.zendesk.com/blog/chat-support-models-shared-vs-dedicated/,,FALSE,2018-12-19 13:43:00,,,https://resources.zendesk.co.uk/blog/chat-support-models-shared-vs-dedicated
355745077,Chatbots for business: a new support standard,"If you’re wondering what’s next in the evolution of customer service technology, look no further than the closest chat window",,,https://d26a57ydsghvgx.cloudfront.net/content/blog/1_In%20text%20images/customer%20interactions.png,https://www.zendesk.com/blog/chatbots-for-business/,,FALSE,2017-08-03 11:04:00,,,https://resources.zendesk.co.uk/blog/chatbots-for-business-a-new-support-standard
385178809,Choose wisely: What to ask a potential vendor,"Even when you’re anxious to leave a software or service behind, making the change to a new customer service solution can be hard. First, you’ve got to find the right replacement and then oversee...",Choose wisely: What to ask a potential vendor,,https://d26a57ydsghvgx.cloudfront.net/content/blog/1_NewZendeskHeaders/DecisionTree_Blog%20Image_680x360.png,https://www.zendesk.com/blog/questions-to-ask-vendor/,"Agent experience,Customer experience,Customer Service Leadership,Operations",FALSE,2017-11-21 17:43:00,Brianne,Kimmel,https://resources.zendesk.co.uk/blog/choose-wisely-what-to-ask-a-potential-vendor
439018442,Collaborate across your ecosystem with Side Conversations,"Getting the right information to or from the right people in a large organization is easier said than done. True collaboration, the workflow gold standard for scaling companies, can sometimes seem...",,,https://d26a57ydsghvgx.cloudfront.net/content/Zendesk%20Support_Side%20Conversations%202.png,https://www.zendesk.com/blog/collaborate-across-ecosystem-side-conversations/,,FALSE,2018-06-05 11:43:00,,,https://resources.zendesk.co.uk/blog/collaborate-across-your-ecosystem-with-side-conversations
357000301,Communication is key to great tech support,"Alex has a background in technical support, but it was his experience as a history and French teacher that fine-tuned his knack for communicating",,,https://d26a57ydsghvgx.cloudfront.net/content/blog/1_In%20text%20images/quote_alexpopa.png,https://www.zendesk.com/blog/communication-key-great-tech-support/,,TRUE,2017-08-08 11:48:00,Suzanne,Barnecut,https://resources.zendesk.co.uk/blog/communication-is-key-to-great-tech-support
359436732,Conduct an agent satisfaction survey,"Satisfied employees are good for business. There’s ample research to back up that claim. In the world of customer service, an employee’s level of satisfaction can have dramatic effects on customer...",,,https://d26a57ydsghvgx.cloudfront.net/content/blog/employee_satisfaction.png,https://www.zendesk.com/blog/conduct-agent-satisfaction-survey/,"Agent experience,Best Practices,Team management",FALSE,2017-08-17 12:19:00,,,https://resources.zendesk.co.uk/blog/conduct-an-agent-satisfaction-survey
421917639,Content Cues: for agile and collaborative help content,"Staying on top of knowledge management for help centers can be tricky, but it's a lot easier with help from artificial intelligence",,,https://d26a57ydsghvgx.cloudfront.net/content/blog/ContentCues2.png,https://www.zendesk.com/blog/announcing-content-cues/,,FALSE,2018-04-03 10:02:00,,,https://resources.zendesk.co.uk/blog/introducing-content-cues-for-zendesk-guide-enterprise-2
350977458,Create an effortless experience for customers,"Providing an effortless experience for customers might seem easier than ever—after all, customers enjoy a wealth of service channels that previous generations could only dream of. But with myriad...",,,https://d26a57ydsghvgx.cloudfront.net/content/blog/effortless_experience.png,https://www.zendesk.com/blog/create-effortless-experience-customers/,"Best Practices,Customer experience",TRUE,2017-05-23 19:42:00,Andrew,Gori,https://resources.zendesk.co.uk/blog/create-effortless-experience-customers
350977470,Creating a customer service definition,"Arriving at a customer service definition that everyone can agree on can be tough, but taking a step back to define its key elements is a useful exercise",,,https://d26a57ydsghvgx.cloudfront.net/content/blog/customer_service_definition.jpg,https://www.zendesk.com/blog/creating-customer-service-definition/,"Best Practices,Customer experience,Forrester",FALSE,2017-05-22 12:13:00,Andrew,Gori,https://resources.zendesk.co.uk/blog/creating-a-customer-service-definition
350977440,Customer service terms everyone should know,"To “translate” the language of the business, we’ve put together a glossary of customer service terms commonly encountered in a support organization",,,https://d26a57ydsghvgx.cloudfront.net/content/blog/customer_service_terms.png,https://www.zendesk.com/blog/customer-service-terms-everyone-know/,"Agent experience,Best Practices",FALSE,2017-05-29 22:13:00,Andrew,Gori,https://resources.zendesk.co.uk/blog/customer-service-terms-everyone-should-know
444709034,Customer service world cup 2018,"This year’s World Cup is in full swing. While teams from across the globe compete on the field in Moscow, we explored how they stack up based on a key indicator of good customer service: customer...",,,https://zen-marketing-content.s3.amazonaws.com/content/2018_CSAT.png,https://www.zendesk.com/blog/customer-service-world-cup-2018/,,FALSE,2018-06-29 14:49:00,,,https://resources.zendesk.co.uk/blog/customer-service-world-cup-2018
448762802,Customer Service World Cup 2018,"While teams from across the globe compete on the field at the Wold Cup, we explored how they stack up based on a key indicator of good customer service: customer satisfaction",Customer Service World Cup 2018,"While teams from across the globe compete on the field at the Wold Cup, we explored how they stack up based on a key indicator of good customer service: customer satisfaction",https://content.cdntwrk.com/files/aHViPTY2NjIxJmNtZD1pdGVtZWRpdG9yaW1hZ2UmZmlsZW5hbWU9aXRlbWVkaXRvcmltYWdlXzViNGRjZTllZjA3NGMucG5nJnZlcnNpb249MDAwMCZzaWc9N2YxN2E2ZWI4ZTE3ZTNjMTRkNzhiODc1Njg0NjhjZTc%253D,,,FALSE,2018-06-29 7:10:00,,,https://resources.zendesk.co.uk/blog/customer-service-world-cup-2018-2
350977413,Customer success for the win-win,"Your customers live busy lives, so you have to enable your customer success team to make the process of learning to use your product as streamlined as possible",,,https://d26a57ydsghvgx.cloudfront.net/content/blog/uncover-the-value.png,https://www.zendesk.com/blog/customer-success-win-win/,"Best Practices,Customer experience",FALSE,2017-06-05 19:59:00,Andrew,Gori,https://resources.zendesk.co.uk/blog/customer-success-win-win
407921787,Customer support like texting your (girl)friends,"We’re each the sum of the five people we spend the most time with, says Olivia June, founder and CEO of VINA. Maybe you already know this, or maybe it comes as news and gives you heart...",,,https://d26a57ydsghvgx.cloudfront.net/content/blog/1_In%20text%20images/vina_oliviajune.JPG,https://www.zendesk.com/blog/vina/,,FALSE,2018-02-12 10:04:00,Suzanne,Barnecut,https://resources.zendesk.co.uk/blog/customer-support-like-texting-your-girl-friends
358679726,Customize your CSAT surveys,Customer satisfaction (CSAT) has long been a measurement used to help companies understand how well their agents and the customer service organization as a whole have been performing. Most likely...,,,https://d26a57ydsghvgx.cloudfront.net/content/blog/Customer-Experience-blog.png,https://www.zendesk.com/blog/customize-csat-surveys/,,TRUE,2017-08-14 19:30:00,Andrew,Gori,https://resources.zendesk.co.uk/blog/customize-your-csat-surveys
432001208,De-stress the change management process,"Change management might be needed for all sorts of reasons, such as an implementation of a new technology, transition to a new strategy, or an organizational change. Without a change management...",,,https://d26a57ydsghvgx.cloudfront.net/content/blog/Agent-Experience-Blog.png,https://www.zendesk.com/blog/destress-change-management-process/,,FALSE,2018-05-08 18:06:00,Andrew,Gori,https://resources.zendesk.co.uk/blog/destress-the-change-management-process
350977377,Deliver a seamless online customer experience,"In this post, we’ll share how you can stand out from the crowd with a better online experience for your customers",,,https://d26a57ydsghvgx.cloudfront.net/content/blog/web-widget-context-pathfinder.png,https://www.zendesk.com/blog/seamless-online-customer-experience/,"Admin Tips,Support,Embeddables,Zendesk Products,Zendesk Tips",FALSE,2017-06-15 12:47:00,Andrew,Gori,https://resources.zendesk.co.uk/blog/seamless-online-customer-experience
